index,expanded_url,title,forwarddisplayname,medium,sequence,width,height,maxpixels,depictstmsobjectid,assistivetext,objectid,displayorder,constituentid,ulanid,preferreddisplayname,lastname,nationality,constituenttype,percent_fromArtist,Country,Continent,Country Name,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,parentid,isvirtual,portfolio,series,file_name,directory,file_downloaded,percent_fromCountry,image_fp,old_file_name,subfolder
10,https://api.nga.gov/iiif/e146e959-b80b-43f3-bac0-6d877fee3fb3/full/full/0/default.jpg,Compostion VIII,Matta,"color etching, soft-ground, and aquatint",0.0,4000.0,3102.0,640.0,48417.0,,48417.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_VIII_Matta_48417.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/train/Compostion_VIII.jpg,Compostion_VIII.jpg,train
11,https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/full/full/0/default.jpg,Compostion IX,Matta,color soft-ground etching and aquatint,0.0,4000.0,3106.0,640.0,48418.0,,48418.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_IX_Matta_48418.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/train/Compostion_IX.jpg,Compostion_IX.jpg,train
12,https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6/full/full/0/default.jpg,Compostion X,Matta,"color etching, soft-ground, and aquatint",0.0,4000.0,3094.0,640.0,48419.0,,48419.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_X_Matta_48419.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/test/Compostion_X.jpg,Compostion_X.jpg,test
13,https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b/full/full/0/default.jpg,Compostion XI,Matta,"color etching, soft-ground, and aquatint",0.0,4000.0,3083.0,640.0,48420.0,,48420.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XI_Matta_48420.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/test/Compostion_XI.jpg,Compostion_XI.jpg,test
14,https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f/full/full/0/default.jpg,Compostion XII,Matta,color soft-ground etching and aquatint,0.0,4000.0,3087.0,640.0,48421.0,,48421.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XII_Matta_48421.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/train/Compostion_XII.jpg,Compostion_XII.jpg,train
15,https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0/full/full/0/default.jpg,Compostion XIII,Matta,"color etching, soft-ground, and aquatint",0.0,4000.0,3066.0,640.0,48422.0,,48422.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XIII_Matta_48422.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/test/Compostion_XIII.jpg,Compostion_XIII.jpg,test
16,https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1/full/full/0/default.jpg,Compostion XIV,Matta,color soft-ground and aquatint,0.0,4000.0,3108.0,640.0,48423.0,,48423.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XIV_Matta_48423.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/test/Compostion_XIV.jpg,Compostion_XIV.jpg,test
17,https://api.nga.gov/iiif/03aee0ba-e281-49a1-9898-78fab8294897/full/full/0/default.jpg,Compostion XV,Matta,"color etching, soft-ground, and aquatint with embossing",0.0,2882.0,4000.0,640.0,48424.0,,48424.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,,,,Matta,Matta,,Rosenwald Collection,Print,,0.0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XV_Matta_48424.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/test/Compostion_XV.jpg,Compostion_XV.jpg,test
18,https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884/full/full/0/default.jpg,A la Carga,Guillermo Silva Santamaría,color engraving,0.0,4000.0,1700.0,640.0,48683.0,,48683.0,1.0,5444.0,,"Silva Santamaría, Guillermo",Silva Santamaría,Mexican,individual,0.0024171947475011,MX,North America,Mexico,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,0.0,,,A_la_Carga_Silva_Santamaría_48683.jpg,../latinamerican-2-imagefolder-split/,True,0.6073446327683616,../latinamerican-2-imagefolder-split/test/A_la_Carga.jpg,A_la_Carga.jpg,test
19,https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b/full/full/0/default.jpg,Vendedor del Carrito,Guillermo Silva Santamaría,color engraving,0.0,2770.0,4000.0,640.0,48684.0,,48684.0,1.0,5444.0,,"Silva Santamaría, Guillermo",Silva Santamaría,Mexican,individual,0.0024171947475011,MX,North America,Mexico,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,0.0,,,Vendedor_del_Carrito_Silva_Santamaría_48684.jpg,../latinamerican-2-imagefolder-split/,True,0.6073446327683616,../latinamerican-2-imagefolder-split/test/Vendedor_del_Carrito.jpg,Vendedor_del_Carrito.jpg,test
20,https://api.nga.gov/iiif/de711854-181d-4749-ae22-30bfa44b95cc/full/full/0/default.jpg,Self-Portrait,David Alfaro Siqueiros,oil on hardboard,0.0,2213.0,3000.0,640.0,52380.0,,52380.0,1.0,1876.0,500008908.0,"Siqueiros, David Alfaro",Siqueiros,Mexican,individual,0.0024171947475011,MX,North America,Mexico,"overall: 120.7 x 90.8 cm (47 1/2 x 35 3/4 in.)
framed: 142.9 x 113 x 5 cm (56 1/4 x 44 1/2 x 1 15/16 in.)",lower center: SIQUEIROS / 5-1948,,"Siqueiros, David Alfaro",David Alfaro Siqueiros,"Dr. and Mrs. Alvar Carrillo Gil, Mexico; purchased 1970 by NGA.",Andrew W. Mellon Fund,Painting,,0.0,,,Self-Portrait_Siqueiros_52380.jpg,../latinamerican-2-imagefolder-split/,True,0.6073446327683616,../latinamerican-2-imagefolder-split/train/Self-Portrait.jpg,Self-Portrait.jpg,train
21,https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb/full/full/0/default.jpg,Aztec Landscape,Rufino Tamayo,color lithograph,0.0,4000.0,2775.0,640.0,53076.0,,53076.0,1.0,1918.0,500024331.0,"Tamayo, Rufino",Tamayo,Mexican,individual,0.0024171947475011,MX,North America,Mexico,,,,"Tamayo, Rufino",Rufino Tamayo,,Gift of Mr. and Mrs. Burton Tremaine,Print,,0.0,,,Aztec_Landscape_Tamayo_53076.jpg,../latinamerican-2-imagefolder-split/,True,0.6073446327683616,../latinamerican-2-imagefolder-split/train/Aztec_Landscape.jpg,Aztec_Landscape.jpg,train
22,https://api.nga.gov/iiif/0365f216-a97d-4174-bec1-21175b071231/full/full/0/default.jpg,Genesis,Matta,oil on canvas,0.0,23610.0,18200.0,640.0,53085.0,,53085.0,1.0,1707.0,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,"overall: 71.1 x 91.4 cm (28 x 36 in.)
framed: 77.4 x 97.8 x 3.8 cm (30 1/2 x 38 1/2 x 1 1/2 in.)",,,Matta,Matta,"Burton G. [1902-1991] and Emily Hall [1908-1987] Tremaine, Madison, Connecticut; gift 1971 to NGA.

",Gift of Mr. and Mrs. Burton Tremaine,Painting,,0.0,,,Genesis_Matta_53085.jpg,../latinamerican-2-imagefolder-split/,True,0.059322033898305086,../latinamerican-2-imagefolder-split/train/Genesis.jpg,Genesis.jpg,train
23,https://api.nga.gov/iiif/dbcb1da7-a92d-4104-bbac-419f8cccde88/full/full/0/default.jpg,Still Life,Carlos Scliar,oil on cardboard,0.0,7261.0,9906.0,640.0,55604.0,,55604.0,1.0,1864.0,500118070.0,"Scliar, Carlos",Scliar,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,overall: 74.8 x 54.9 cm (29 7/16 x 21 5/8 in.),lower right: Scliar 26.11.70,,"Scliar, Carlos",Carlos Scliar,"John W. Mowinckel, Paris; gift 1975 to NGA.

",Gift of John W. Mowinckel in honor of Ambassador John P. Humes,Painting,,0.0,,,Still_Life_Scliar_55604.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Still_Life.jpg,Still_Life.jpg,train
24,https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5/full/full/0/default.jpg,Boy with Melon,Diego Rivera,brush and black ink,0.0,4000.0,2873.0,640.0,57135.0,,57135.0,1.0,1831.0,500025126.0,"Rivera, Diego",Rivera,Mexican,individual,0.0024171947475011,MX,North America,Mexico,overall (approximate): 27.6 x 39.5 cm (10 7/8 x 15 9/16 in.),lower right: Diego Rivera. 36,,"Rivera, Diego",Diego Rivera,D.F. Platt (Lugt Supp.750a),John Davis Hatch Collection,Drawing,,0.0,,,Boy_with_Melon_Rivera_57135.jpg,../latinamerican-2-imagefolder-split/,True,0.6073446327683616,../latinamerican-2-imagefolder-split/train/Boy_with_Melon.jpg,Boy_with_Melon.jpg,train
25,https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e/full/full/0/default.jpg,Tetra,Rodolfo Abularach,mezzotint on wove paper,0.0,3013.0,3154.0,640.0,57720.0,,57720.0,1.0,2861.0,500118427.0,"Abularach, Rodolfo",Abularach,Guatemalan,individual,0.0001306591755406,GT,North America,Guatemala,,"recto: below image, in graphite: 1/60 TETRA RA",none,"Abularach, Rodolfo",Rodolfo Abularach,,Rosenwald Collection,Print,,0.0,,,Tetra_Abularach_57720.jpg,../latinamerican-2-imagefolder-split/,True,0.07344632768361582,../latinamerican-2-imagefolder-split/train/Tetra.jpg,Tetra.jpg,train
26,https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/full/0/default.jpg,The Meeting of Ramona and John,Antonio Berni,relief print,0.0,4000.0,3061.0,640.0,57798.0,,57798.0,1.0,3507.0,500015512.0,"Berni, Antonio",Berni,Argentinean,individual,0.001306591755406,AR,South America,Argentina,,,,"Berni, Antonio",Antonio Berni,,Rosenwald Collection,Print,,0.0,,,The_Meeting_of_Ramona_and_John_Berni_57798.jpg,../latinamerican-2-imagefolder-split/,True,0.07627118644067797,../latinamerican-2-imagefolder-split/train/The_Meeting_of_Ramona_and_John.jpg,The_Meeting_of_Ramona_and_John.jpg,train
27,https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018/full/full/0/default.jpg,LXXVII-F,Francisco Larez,color relief print,0.0,3449.0,4000.0,640.0,58637.0,,58637.0,1.0,4585.0,,"Larez, Francisco",Larez,Venezuelan,individual,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of",,,,"Larez, Francisco",Francisco Larez,,Rosenwald Collection,Print,,0.0,,,LXXVII-F_Larez_58637.jpg,../latinamerican-2-imagefolder-split/,True,0.04519774011299435,../latinamerican-2-imagefolder-split/train/LXXVII-F.jpg,LXXVII-F.jpg,train
28,https://api.nga.gov/iiif/146407fc-e358-43d9-9cd1-9f21026a831d/full/full/0/default.jpg,Fontamara V,Fayga Ostrower,woodcut,0.0,2639.0,4000.0,640.0,58848.0,,58848.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_V_Ostrower_58848.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_V.jpg,Fontamara_V.jpg,train
29,https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f/full/full/0/default.jpg,Fontamara I,Fayga Ostrower,woodcut,0.0,3474.0,3640.0,640.0,58844.0,,58844.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_I_Ostrower_58844.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_I.jpg,Fontamara_I.jpg,train
30,https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c/full/full/0/default.jpg,Fontamara II,Fayga Ostrower,woodcut,0.0,2599.0,4000.0,640.0,58845.0,,58845.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_II_Ostrower_58845.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_II.jpg,Fontamara_II.jpg,train
31,https://api.nga.gov/iiif/15baaeb7-3a23-4eb0-a52f-e7910f7cb09a/full/full/0/default.jpg,Fontamara III,Fayga Ostrower,woodcut,0.0,2647.0,4000.0,640.0,58846.0,,58846.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_III_Ostrower_58846.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_III.jpg,Fontamara_III.jpg,train
32,https://api.nga.gov/iiif/c2ae4f39-514c-4fb8-9342-63e484bfbb2c/full/full/0/default.jpg,Fontamara IV,Fayga Ostrower,woodcut,0.0,2683.0,4000.0,640.0,58847.0,,58847.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_IV_Ostrower_58847.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_IV.jpg,Fontamara_IV.jpg,train
33,https://api.nga.gov/iiif/f1b3c5a3-aa3d-421d-83c0-17f96a01ad31/full/full/0/default.jpg,Fontamara VI,Fayga Ostrower,woodcut,0.0,2574.0,4000.0,640.0,58849.0,,58849.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_VI_Ostrower_58849.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_VI.jpg,Fontamara_VI.jpg,train
34,https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449/full/full/0/default.jpg,Fontamara VII,Fayga Ostrower,woodcut,0.0,2571.0,4000.0,640.0,58850.0,,58850.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_VII_Ostrower_58850.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_VII.jpg,Fontamara_VII.jpg,train
35,https://api.nga.gov/iiif/e999e1c8-49c7-4e2a-bf59-4381ee46c5a4/full/full/0/default.jpg,Fontamara VIII,Fayga Ostrower,woodcut,0.0,2585.0,4000.0,640.0,58851.0,,58851.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_VIII_Ostrower_58851.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_VIII.jpg,Fontamara_VIII.jpg,train
36,https://api.nga.gov/iiif/c23535fc-42c8-4f02-a89a-ebaa79ccbf2f/full/full/0/default.jpg,Fontamara IX,Fayga Ostrower,woodcut,0.0,2518.0,4000.0,640.0,58852.0,,58852.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_IX_Ostrower_58852.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_IX.jpg,Fontamara_IX.jpg,train
37,https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/full/full/0/default.jpg,Fontamara X,Fayga Ostrower,woodcut,0.0,2527.0,4000.0,640.0,58853.0,,58853.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_X_Ostrower_58853.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_X.jpg,Fontamara_X.jpg,train
38,https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02/full/full/0/default.jpg,Fontamara XI,Fayga Ostrower,woodcut,0.0,2570.0,4000.0,640.0,58854.0,,58854.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_XI_Ostrower_58854.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/test/Fontamara_XI.jpg,Fontamara_XI.jpg,test
39,https://api.nga.gov/iiif/0558ca25-f61a-446f-96ca-a2d34a89134d/full/full/0/default.jpg,Fontamara XII,Fayga Ostrower,woodcut,0.0,2591.0,4000.0,640.0,58855.0,,58855.0,1.0,5141.0,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0.0,Fontamara Series,Fontamara Series,Fontamara_XII_Ostrower_58855.jpg,../latinamerican-2-imagefolder-split/,True,0.10734463276836158,../latinamerican-2-imagefolder-split/train/Fontamara_XII.jpg,Fontamara_XII.jpg,train
