objectid,title,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,parentid,isvirtual,portfolio,series,sequence,width,height,maxpixels,depictstmsobjectid,assistivetext,constituentid,displayorder,ulanid,preferreddisplayname,forwarddisplayname,lastname,nationality,constituenttype,expanded_url,percent_fromCountry,Country Name,Country,Continent
169694.0,Morning Glory,wood engraving in black on laid paper,"image: 25.4 × 14.61 cm (10 × 5 3/4 in.)
sheet: 29.53 × 17.3 cm (11 5/8 × 6 13/16 in.)","lower left in block: Lionel Lindsay; lower left in graphite; Lionel Lindsay; lower right in graphite: 100; lower center in graphite: To Alfred Fowler / with the engravers compliments and best wishes / Sydney NSW April 20, 1936; lower right edge in graphite: Morning Glory; lower right corner in graphite by unknown hand: 0119",stamped lower verso in black ink (twice): F.B.B. [circled],"Lindsay, Lionel",Lionel Lindsay,"the artist, Melbourne, Australia; Alfred Fowler, Sydney, Australia, 1936; Frank B. Bristow, Falls Church, Virginia; Corcoran Gallery of Art, Washington, DC, 1968; acquired 2015 by the National Gallery of Art",Corcoran Collection (Bequest of Frank B. Bristow),Print,,0.0,,,0.0,2286.0,4000.0,640.0,169694.0,,4717.0,1.0,500027177.0,"Lindsay, Lionel",Lionel Lindsay,Lindsay,Australian,individual,https://api.nga.gov/iiif/c26e1815-ec9c-4132-8234-d3b807a45301/full/full/0/default.jpg,0.0003561218814943,Australia,AU,Oceania
9446.0,Antoine Barillon,engraving,,,,"Nanteuil, Robert",Robert Nanteuil,,Rosenwald Collection,Print,,0.0,,,0.0,3061.0,4000.0,,9446.0,,2659.0,1.0,500023363.0,"Nanteuil, Robert",Robert Nanteuil,Nanteuil,French,individual,https://api.nga.gov/iiif/ac450135-ab6d-4bd9-87f1-7ee07e762f52/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
49015.0,Impression from India,4-color lithograph,,,,"Yoshida, Chizuko",Chizuko Yoshida,,Rosenwald Collection,Print,,0.0,,,0.0,3210.0,4000.0,640.0,49015.0,,3442.0,1.0,500461926.0,"Yoshida, Chizuko",Yoshida Chizuko,Yoshida,Japanese,individual,https://api.nga.gov/iiif/cf83cf17-061c-4bc1-b74d-dcb5ef8aa6ef/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
170487.0,"Untitled, from the series Outside",chromogenic print,"image: 73.66 × 72.39 cm (29 × 28 1/2 in.)
framed: 85.09 × 83.82 × 1.27 cm (33 1/2 × 33 × 1/2 in.)","on verso, signed by artist, lower right corner in black ink: Michal Rovner 92 [illegible mark] / 5/10",,"Rovner, Michal",Michal Rovner,"(Stephen Wirtz Gallery, San Francisco); purchased by the Corcoran Gallery of Art, Washington, DC, 1995; acquired by NGA, 2015.",Corcoran Collection (Gift of the FRIENDS of the Corcoran Gallery of Art),Photograph,,0.0,Outside,Outside,0.0,5447.0,5549.0,640.0,170487.0,,40686.0,1.0,500114667.0,"Rovner, Michal",Michal Rovner,Rovner,Israeli,individual,https://api.nga.gov/iiif/2661e5fa-f408-4fe4-bab6-f7089b574d86/full/full/0/default.jpg,0.0003951489370005,Israel,IL,Asia
48690.0,A Couple of Roosters,color woodcut,,,,"Sekino, Jun'ichiro",Jun'ichiro Sekino,,Rosenwald Collection,Print,,0.0,,,0.0,4000.0,1863.0,640.0,48690.0,,3017.0,1.0,500466921.0,"Sekino, Jun'ichiro",Jun'ichiro Sekino,Sekino,Japanese,individual,https://api.nga.gov/iiif/66aaca0a-edc4-481d-88b6-39ca87d85496/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
134019.0,Chairs,photogravure with drypoint on wove paper,"image: 35.24 × 48.9 cm (13 7/8 × 19 1/4 in.)
sheet: 50.48 × 65.72 cm (19 7/8 × 25 7/8 in.)",lower left in graphite: 7/30; lower right in graphite: W Kentridge,,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, VA); purchased by Thomas G. Klarner, Arlington, VA [1954-2014]; by inheritance, Neal Turtell, Arlington, VA; gift to NGA, 2018.","Thomas G. Klarner Collection, Gift of Neal Turtell",Print,,0.0,Zeno Writing II,Zeno Writing II,0.0,9703.0,7334.0,640.0,134019.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/0c2d4d2f-0bb5-4470-bceb-f769509ec957/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
62973.0,Jacob Meyer-Heine,graphite with pen and black ink,overall: 21.8 x 24.5 cm (8 9/16 x 9 5/8 in.),"lower left: 3 mai 1872; lower right: a Mon ami Blanchard; across bottom verso: Portrait de Meyer Heine, dessin pour l'eauforte-; lower right verso: 22928",,"Bracquemond, Félix",Félix Bracquemond,Julius S. Held,"Julius S. Held Collection, Ailsa Mellon Bruce Fund",Drawing,,0.0,,,0.0,3950.0,3495.0,,62973.0,,2397.0,1.0,500023048.0,"Bracquemond, Félix",Félix Bracquemond,Bracquemond,French,individual,https://api.nga.gov/iiif/d627fa08-34ff-40d4-9116-10e90aa05e09/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
133998.0,"The Grand Tour, from Ubu in Africa","drypoint, aquatint, and roulette with chine collé on wove paper","image: 49.3 x 34 cm (19 7/16 x 13 3/8 in.)
sheet: 49.3 x 34 cm (19 7/16 x 13 3/8 in.)",lower left in graphite: BELL 14/50; upper center in plate: THE GRAND / TOUR; center in plate: AFRI / CA; lower right in reverse in late: VENTURE INTO THE INTERIOR,,"Bell, Deborah",Deborah Bell,"(Robert Brown Gallery, Arlington, October 5, 2000); purchased by Tom Klarner, Washington, DC, 2001; gift to NGA, 2005.

",Gift of Thomas G. Klarner,Print,117237.0,0.0,UBU: ± 101,Ubu in Africa,0.0,2787.0,4000.0,640.0,133998.0,,28747.0,1.0,,"Bell, Deborah",Deborah Bell,Bell,South African,individual,https://api.nga.gov/iiif/8d58c53d-a088-4ade-9c24-edc7d5152ffd/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
204080.0,Man/Woman,photogravure with drypoint on wove paper,"image: 35.24 × 50.17 cm (13 7/8 × 19 3/4 in.)
sheet: 50.48 × 65.72 cm (19 7/8 × 25 7/8 in.)",lower left in graphite: 7/30; lower right in graphite: W Kentridge,,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, VA); purchased by Thomas G. Klarner, Arlington, VA [1954-2014]; by inheritance, Neal Turtell, Arlington, VA; gift to NGA, 2018.","Thomas G. Klarner Collection, Gift of Neal Turtell",Print,,0.0,Zeno Writing II,Zeno Writing II,0.0,9995.0,7349.0,640.0,204080.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/cb50d4c7-4c92-4c68-a5f0-cb30923a2f6a/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
75915.0,"Plate 20: Saint Veronica: From Portfolio ""Spanish Colonial Designs of New Mexico""",screenprint on paper,overall: 35.6 x 28 cm (14 x 11 in.),,,American 20th Century,American 20th Century,,Index of American Design,Index of American Design,,0.0,,,0.0,3322.0,4252.0,,75915.0,,2819.0,1.0,,American 20th Century,American 20th Century,American 20th Century,American,anonymous,https://api.nga.gov/iiif/98e545b1-f07d-4f4c-9fb5-ddad0a578a92/full/full/0/default.jpg,0.709936288331886,United States,US,North America
14149.0,Woman's Shoe,watercolor and graphite on paper,overall: 26.5 x 21 cm (10 7/16 x 8 1/4 in.),lower right in graphite:  N. Crimi,,"Crimi, Nancy",Nancy Crimi,,Index of American Design,Index of American Design,,0.0,,,0.0,3374.0,4054.0,,14149.0,,7402.0,1.0,,"Crimi, Nancy",Nancy Crimi,Crimi,American,individual,https://api.nga.gov/iiif/f47be5c1-31b9-4603-b38b-fb627bec0a1a/full/full/0/default.jpg,0.709936288331886,United States,US,North America
53321.0,Bottle Vase,porcelain with peachbloom glaze,overall: 14.6 x 8.2 cm (5 3/4 x 3 1/4 in.),in standard script on the base in underglaze blue in two columns of three characters each: Da Qing Kangxi nian zhi (made in  the Kangxi reign of the great Qing dynasty),,Chinese Qing Dynasty,Chinese Qing Dynasty,"Harry G. Steele [1881-1942], Pasadena; his widow, Grace C. Steele [d. 1974]; gift 1972 to NGA.","Harry G. Steele Collection, Gift of Grace C. Steele",Decorative Art,,0.0,,,0.0,821.0,1200.0,,53321.0,,8362.0,1.0,500373095.0,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese,anonymous,https://api.nga.gov/iiif/94860a45-bc38-4853-94c2-08782fc6e794/full/full/0/default.jpg,0.0019074473378669,China,CN,Asia
43626.0,Portrait of a Woman,encaustic on wood,"overall: 34.6 x 11.5 cm (13 5/8 x 4 1/2 in.)
framed: 42.6 x 19.1 cm (16 3/4 x 7 1/2 in.)",,,Egyptian 2nd Century,Egyptian 2nd Century,"Probably European (Paris) art market; acquired by Louis Einstein [1877-1967], Paris; gift 1956 to NGA.",Gift of Lewis Einstein,Painting,,0.0,,,0.0,2422.0,7110.0,,43626.0,,5555.0,1.0,,Egyptian 2nd Century,Egyptian 2nd Century,Egyptian 2nd Century,Egyptian,anonymous,https://api.nga.gov/iiif/d1efb8f5-64d8-4d14-975f-ff085ee722cb/full/full/0/default.jpg,1.4635145814836135e-05,Egypt,EG,Africa
23014.0,Cream Pitcher,"watercolor, graphite, and gouache on paperboard",overall: 29.7 x 23.1 cm (11 11/16 x 9 1/8 in.),lower right in graphite:  John Tarantino.,,"Tarantino, John",John Tarantino,,Index of American Design,Index of American Design,,0.0,,,0.0,3396.0,4311.0,,23014.0,,8116.0,1.0,,"Tarantino, John",John Tarantino,Tarantino,American,individual,https://api.nga.gov/iiif/83ea1b19-d258-4685-aa0e-22b1d4e14e6f/full/full/0/default.jpg,0.709936288331886,United States,US,North America
134019.0,Chairs,photogravure with drypoint on wove paper,"image: 35.24 × 48.9 cm (13 7/8 × 19 1/4 in.)
sheet: 50.48 × 65.72 cm (19 7/8 × 25 7/8 in.)",lower left in graphite: 7/30; lower right in graphite: W Kentridge,,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, VA); purchased by Thomas G. Klarner, Arlington, VA [1954-2014]; by inheritance, Neal Turtell, Arlington, VA; gift to NGA, 2018.","Thomas G. Klarner Collection, Gift of Neal Turtell",Print,,0.0,Zeno Writing II,Zeno Writing II,0.0,9703.0,7334.0,640.0,134019.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/0c2d4d2f-0bb5-4470-bceb-f769509ec957/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
131860.0,Venus and Cupid,engraving on laid paper,"plate: 34.3 x 25.5 cm (13 1/2 x 10 1/16 in.)
sheet: 35.6 x 25.9 cm (14 x 10 3/16 in.)","in image, at bottom centre: HG; in image, at bottom right: 2; below image: Immenso nostrum spectatur numen in orbe, / Et magnam passim vim mens ignis habet. / Non Dii, non homines ulli mea spicula vitant, / His volucres figo, squamigerumqué genus.","verso, stamped in black ink: Ruth Cole (Lugt 4739)","Goltzius, Hendrick",Hendrick Goltzius,"(C.G. Boerner, Inc., New York); Ruth Kainen, Washington, D.C., purchased April 10, 1987; Gift to NGA, 2012.",Gift of Ruth Cole Kainen,Print,,0.0,Three Goddesses,Three Goddesses (Plate 2),0.0,3002.0,4000.0,,131860.0,,2534.0,1.0,500023327.0,"Goltzius, Hendrick",Hendrick Goltzius,Goltzius,Dutch,individual,https://api.nga.gov/iiif/7f458b28-7850-45c5-b18b-690fdb453b33/full/full/0/default.jpg,0.0167133365205428,Netherlands,NL,Europe
133858.0,The Portal of the Madonna della Misericordia from the Canal,pen and brown ink with watercolor over graphite on wove paper,overall: 35.2 × 23.1 cm (13 7/8 × 9 1/8 in.),"lower right in brown gouache: C. Werner F. 1844. Rom; by later hand, lower right verso in graphite: San Maria in (not deciphered)",,"Werner, Carl Friedrich Heinrich",Carl Friedrich Heinrich Werner,"(Joseph Fach, Frankfurt am Main); purchased 2006 by NGA.

",Alexander M. and Judith W. Laughlin Fund,Drawing,,0.0,,,0.0,3474.0,5250.0,,133858.0,,27754.0,1.0,500016087.0,"Werner, Carl Friedrich Heinrich",Carl Friedrich Heinrich Werner,Werner,German,individual,https://api.nga.gov/iiif/1378c094-85e7-43d7-9e52-1711c2cbb0d6/full/full/0/default.jpg,0.0407637594762569,Germany,DE,Europe
48673.0,"Solitude, Kyoto",color woodcut,,,,"Saito, Kiyoshi",Kiyoshi Saito,,Rosenwald Collection,Print,,0.0,,,0.0,4000.0,3043.0,640.0,48673.0,,5432.0,1.0,500169214.0,"Saito, Kiyoshi",Kiyoshi Saito,Saito,Japanese,individual,https://api.nga.gov/iiif/8413629a-6d26-4d4a-b9ed-cd4bad6f5ec6/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
105485.0,Between Vertical and Horizon -- Descended Triangle (E),"softground etching, drypoint, spitbite aquatint, and chine collé of handmade Japanese Gampe on Somerset Satin paper","sheet: 51.4 x 33.3 cm (20 1/4 x 13 1/8 in.)
image: 25.4 x 12.7 cm (10 x 5 in.)",in graphite below below plate mark: lower left: O.K.T.P.,,"Ida, Shoichi",Shoichi Ida,Acquired by NGA in 1998 directly from Crown Point Press.,Gift of Kathan Brown,Print,,0.0,,,0.0,1877.0,4000.0,640.0,105485.0,,19104.0,1.0,500110635.0,"Ida, Shoichi",Shoichi Ida,Ida,Japanese,individual,https://api.nga.gov/iiif/7dbc2aaa-6de7-444d-91ec-98be383ff7ea/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
133454.0,God Creating Order from Chaos,etching on laid paper,overall: 15 x 14.1 cm (5 7/8 x 5 9/16 in.),"lower center in plate: Qui cecinere chaos Graij Vatesq, Latini / Omni a senserunt numine facta Dei... / 2; lower right in plate: Georg Andreas Wolfgang in: fecit et exc",,"Wolfgang the Elder, Georg Andreas",Georg Andreas Wolfgang the Elder,"(sale, Swann Galleries, New York, 4 November 2004, no. 301);(David Tunick, Inc., New York); purchased 2004 by NGA.



",Ailsa Mellon Bruce Fund,Print,131538.0,0.0,,,0.0,3365.0,3543.0,,133454.0,,28765.0,1.0,,"Wolfgang the Elder, Georg Andreas",Georg Andreas Wolfgang the Elder,Wolfgang the Elder,German,individual,https://api.nga.gov/iiif/3d05b360-c47f-40cc-af1d-90192ff7ccb1/full/full/0/default.jpg,0.0407637594762569,Germany,DE,Europe
6554.0,Mother and Child,drypoint,,,,"Dodd, Francis",Francis Dodd,,Rosenwald Collection,Print,,0.0,,,0.0,3088.0,4000.0,640.0,6554.0,,2718.0,1.0,500325128.0,"Rosenwald, Lessing Julius",Lessing Julius Rosenwald,Rosenwald,American,individual,https://api.nga.gov/iiif/1715bc74-f867-49e9-9d74-8900c2911a01/full/full/0/default.jpg,0.709936288331886,United States,US,North America
210275.0,Western Sunset,color screenprint on Rives BFK wove paper,"image: 63.5 × 48.9 cm (25 × 19 1/4 in.)
sheet: 66.2 × 51.75 cm (26 1/16 × 20 3/8 in.)",lower left in graphite: SP 1/5; lower right in graphite: Price '93; lower right verso in graphite by unknown hand: KP92-5199,"embossed lower left: © [Gemini G.E.L.]; stamped lower right verso in gray ink: published by Gemini G.E.L., Los Angeles","Price, Ken",Ken Price,"Gemini G.E.L., Los Angeles, California; acquired 2017 by the National Gallery of Art",Gift of Gemini G.E.L. and the Artist,Print,,0.0,,,0.0,3119.0,4000.0,640.0,210275.0,,297.0,4.0,,Gemini G.E.L.,Gemini G.E.L.,,American,corporate,https://api.nga.gov/iiif/a3275f31-4c19-4579-884d-565cb1357dad/full/full/0/default.jpg,0.709936288331886,United States,US,North America
133986.0,"Act I, Scene 2, from Ubu Tells the Truth","etching, aquatint, drypoint, and engraving on Fabriano paper","image: 24.7 x 30 cm (9 3/4 x 11 13/16 in.)
sheet: 35 x 50 cm (13 3/4 x 19 11/16 in.)",lower right in graphite: W Kentridge; lower left in graphite: 19/50; upper left in plate: ACT I / scene 2,BS: CC,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, October 5, 2000); purchased by Tom Klarner, Washington, DC, 2001; gift to NGA, 2005.

",Gift of Thomas G. Klarner,Print,117237.0,0.0,UBU: ± 101,Ubu Tells the Truth,0.0,4000.0,3564.0,640.0,133986.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/a88aa0ba-06c9-4bb5-8f8b-799e685603d6/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
43626.0,Portrait of a Woman,encaustic on wood,"overall: 34.6 x 11.5 cm (13 5/8 x 4 1/2 in.)
framed: 42.6 x 19.1 cm (16 3/4 x 7 1/2 in.)",,,Egyptian 2nd Century,Egyptian 2nd Century,"Probably European (Paris) art market; acquired by Louis Einstein [1877-1967], Paris; gift 1956 to NGA.",Gift of Lewis Einstein,Painting,,0.0,,,0.0,2422.0,7110.0,,43626.0,,5555.0,1.0,,Egyptian 2nd Century,Egyptian 2nd Century,Egyptian 2nd Century,Egyptian,anonymous,https://api.nga.gov/iiif/d1efb8f5-64d8-4d14-975f-ff085ee722cb/full/full/0/default.jpg,1.4635145814836135e-05,Egypt,EG,Africa
67929.0,West New York and Vicinity,watercolor over graphite on wove paper,overall: 21.9 x 31.1 cm (8 5/8 x 12 1/4 in.),"lower right in graphite: Marin; by John Marin, Jr., upper center verso in graphite: NBM 2/4/84; by unknown hand, upper right verso in pen: #17 SR; by John Marin, Jr., upper right verso in graphite : NO SR listed in / 1970 Catalogue / Raisonne; by unknown hand, cCv//in graphite: West New York + / Vicinity / Circa - 1890? / 8 1/2 x 12 / HCC; stamped uLv//: 61",,"Marin, John",John Marin,,"Gift of John Marin, Jr.",Drawing,,0.0,,,0.0,4000.0,2828.0,640.0,67929.0,,2643.0,1.0,500115368.0,"Marin, John",John Marin,Marin,American,individual,https://api.nga.gov/iiif/7065551a-6e2c-4e8b-b673-d98db2f92482/full/full/0/default.jpg,0.709936288331886,United States,US,North America
